V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
3,3,8,4,10,4,8,2,5,4,2,7,4,4,10,1,3,8,9,2,6,2,4,10,4,8,3,11,1,9,11,9,2,10,10,8,4,10,4,4,11,9,9,11,9,9,5,7,9,7
10,7,9,1,11,8,7,11,1,6,1,6,6,9,11,8,9,3,2,3,2,9,10,11,7,2,3,2,2,7,12,6,8,11,8,6,8,11,1,8,2,6,7,12,6,7,3,8,10,8
5,9,4,7,4,9,6,4,4,11,6,4,5,4,4,3,10,3,4,4,1,3,11,12,11,1,4,4,3,5,13,10,9,4,4,9,6,3,8,3,4,4,4,4,10,5,4,6,4,4
1,10,10,1,3,3,9,12,8,12,1,3,8,3,12,9,11,9,10,7,8,10,12,11,1,8,2,3,6,10,14,3,10,7,11,1,7,10,3,1,1,10,10,13,1,1,3,3,3,9
3,3,7,7,12,10,10,4,5,10,3,2,6,10,8,10,4,4,9,5,5,11,13,13,12,8,9,4,7,10,15,6,5,12,12,10,6,5,9,8,12,9,11,14,5,6,7,4,4,10
6,3,10,4,13,11,5,13,2,13,1,2,1,6,13,11,1,1,8,8,9,5,14,14,10,9,10,12,4,9,16,11,4,13,7,3,5,5,3,8,13,9,12,15,4,6,8,4,1,11
8,9,11,5,14,9,3,14,9,14,6,1,1,11,5,12,11,4,11,4,5,7,15,15,6,6,11,10,3,3,5,12,11,14,13,8,7,12,10,3,14,11,13,16,4,10,5,9,6,12
1,3,10,1,15,4,6,13,1,15,1,2,9,7,14,10,9,1,4,8,9,9,16,16,13,9,10,7,5,11,17,13,12,13,11,10,3,5,11,8,13,9,1,15,11,6,8,1,1,6
11,1,1,5,12,9,3,15,9,16,6,1,7,12,15,4,10,4,12,1,3,12,17,7,14,5,11,3,2,12,17,12,7,15,5,4,9,5,8,9,8,11,14,17,2,1,8,10,7,13
5,4,12,5,12,10,10,16,5,3,7,5,7,12,16,4,11,10,11,4,9,3,14,5,15,4,12,13,7,13,18,12,8,16,5,4,6,13,8,3,5,2,15,18,2,11,1,11,5,5
8,8,4,2,8,11,4,17,10,17,2,7,8,6,3,9,3,11,10,7,10,5,18,17,7,10,13,8,6,14,19,14,11,17,3,11,10,12,12,4,15,4,16,19,9,12,4,3,11,7
11,11,11,1,16,4,6,10,9,14,1,1,7,13,12,11,8,4,5,9,2,5,19,18,16,6,11,6,1,13,10,5,13,18,1,12,11,3,10,3,3,12,17,14,12,11,1,7,11,14
12,12,2,2,15,6,5,13,8,16,3,8,8,6,2,6,7,5,6,10,7,12,20,1,9,7,7,2,8,9,19,4,4,9,12,11,7,7,12,4,16,10,18,20,1,1,1,2,3,9
6,5,7,7,17,12,6,7,11,18,3,3,10,6,17,13,12,4,11,11,4,13,13,19,17,11,6,2,7,8,1,10,14,19,7,6,2,2,3,6,7,11,19,3,10,7,1,12,4,15
10,13,9,1,11,8,7,11,1,6,1,6,6,9,11,5,9,1,2,3,2,12,21,20,8,1,12,13,2,2,7,6,4,11,8,6,5,11,8,8,2,4,7,21,6,12,3,8,10,16
4,1,7,4,18,13,5,10,2,18,8,9,6,14,18,8,2,8,9,10,1,8,2,21,18,7,8,4,3,9,10,9,5,9,12,3,12,14,7,7,17,1,18,22,6,13,5,5,3,17
12,9,2,7,19,13,11,18,9,19,5,1,9,6,6,12,4,4,5,5,5,2,4,22,19,2,9,6,8,10,14,8,11,20,5,8,2,7,5,10,18,4,18,6,6,4,5,2,2,12
13,2,5,3,20,14,3,19,12,18,5,6,6,15,19,6,3,12,4,3,4,12,22,3,18,5,14,8,7,15,20,3,3,19,12,1,12,7,8,6,19,2,20,23,9,7,8,3,6,18
14,3,4,3,5,5,6,6,13,3,5,10,2,2,20,10,1,2,13,1,4,5,23,14,20,6,14,7,5,12,15,5,14,8,2,13,6,3,6,11,20,9,4,24,13,9,7,6,9,3
13,14,13,7,21,1,5,3,14,9,1,11,1,12,18,8,11,6,11,3,7,7,24,16,21,1,15,8,6,2,21,7,1,11,2,1,7,11,13,12,1,10,21,4,3,4,2,13,6,4
11,1,7,7,12,2,10,12,11,10,5,8,6,6,21,10,4,7,9,5,5,2,13,13,12,7,9,6,8,10,10,10,11,20,9,5,2,2,5,10,21,9,18,24,6,6,5,6,4,10
13,3,14,4,11,2,3,20,8,20,7,6,6,6,12,12,11,1,12,3,2,2,20,23,22,2,6,11,3,10,22,3,4,21,12,1,8,11,3,1,10,9,22,5,12,14,3,14,10,9
15,1,1,3,22,13,4,21,5,21,7,9,3,3,22,7,10,7,12,10,7,9,9,21,9,5,15,4,3,2,9,9,6,22,4,4,9,14,12,13,22,3,18,10,7,12,3,7,10,8
4,4,2,1,23,2,1,19,3,5,9,12,5,12,23,9,5,3,14,12,6,7,25,24,23,4,4,1,7,12,23,6,2,23,7,14,6,7,7,3,23,9,23,25,10,14,5,6,4,19
1,11,14,4,24,3,12,22,12,15,6,7,11,1,24,12,2,8,6,9,6,9,26,15,24,9,10,6,8,12,10,2,5,21,12,5,8,5,11,3,17,12,24,26,11,10,1,7,3,14
14,3,8,2,8,8,10,12,2,9,8,2,10,3,21,2,13,13,9,7,6,3,10,25,24,12,2,10,5,2,2,7,6,12,8,11,6,4,12,2,24,2,25,2,14,2,5,12,7,6
7,5,7,2,19,6,11,8,13,17,8,1,4,11,13,11,6,10,8,10,1,12,8,22,25,1,13,5,8,7,8,7,1,24,14,11,5,2,9,11,21,2,10,26,1,7,2,4,8,20
13,1,1,5,12,14,3,15,9,21,6,6,5,12,15,3,10,6,12,1,3,3,27,7,26,5,11,14,7,1,24,9,7,15,5,4,9,5,8,3,8,11,14,17,2,5,8,6,7,13
3,4,15,5,25,8,8,19,7,8,5,10,8,5,23,11,14,10,6,2,4,14,28,24,27,9,11,14,6,12,20,2,13,20,3,14,1,11,4,9,18,6,24,20,8,13,2,12,2,21
16,15,3,5,9,14,2,23,2,2,4,2,10,6,25,1,7,2,15,2,2,6,27,1,3,5,12,14,2,7,25,2,3,22,3,7,2,6,6,2,25,2,2,27,3,2,2,2,10,21
2,16,9,4,2,7,2,2,2,2,2,7,4,9,9,10,8,8,2,1,6,2,28,8,24,8,2,9,1,9,7,9,4,13,10,14,3,3,2,11,26,2,26,8,9,9,2,6,1,2
17,16,3,3,20,3,13,14,12,22,3,6,2,7,26,7,2,6,13,12,4,5,6,14,20,5,6,8,4,7,2,6,14,25,2,13,2,8,6,11,2,5,18,8,12,7,1,6,5,22
6,3,10,5,26,11,13,24,14,23,5,12,10,4,20,4,3,1,3,2,6,12,18,26,28,3,3,7,5,12,26,14,9,17,2,2,5,3,3,2,25,2,19,28,13,9,1,3,9,23
11,15,14,1,27,7,2,15,1,15,1,13,5,4,26,2,6,4,1,8,9,1,11,27,16,10,13,7,2,8,9,15,12,15,8,1,3,3,11,10,8,13,17,21,7,3,9,1,5,24
7,2,15,4,7,8,6,14,7,8,5,11,8,14,7,11,13,12,11,6,4,14,1,2,29,2,6,8,7,13,2,11,13,2,11,6,5,14,2,8,7,1,6,29,15,1,9,12,4,21
12,14,3,1,28,3,1,11,6,24,1,2,7,10,27,3,8,5,10,3,1,14,24,18,15,3,16,13,7,13,14,3,6,26,15,2,7,11,2,8,27,12,3,30,2,8,1,13,11,25
6,16,10,4,2,7,7,5,2,17,1,2,3,9,28,11,1,6,15,4,9,6,5,14,10,9,16,5,4,13,16,1,4,13,10,3,5,9,10,8,26,2,27,15,4,6,8,4,1,26
3,8,15,4,26,15,13,25,14,7,8,7,4,9,29,11,15,4,3,2,1,15,29,28,30,8,13,15,7,13,27,14,15,16,7,8,5,10,4,4,16,6,4,19,8,13,4,7,11,7
16,15,3,5,9,14,13,23,1,25,4,2,10,3,25,1,7,2,4,13,2,6,27,1,26,5,12,14,7,7,25,12,3,22,3,6,2,6,6,2,25,14,2,27,3,2,1,3,10,6
1,1,10,1,22,4,7,26,1,15,9,2,9,7,28,10,2,13,7,8,6,9,18,29,24,9,16,7,5,12,17,13,9,13,11,4,1,5,11,5,28,13,1,13,11,9,9,1,1,27
17,4,14,4,23,2,3,27,4,20,8,7,1,9,9,12,11,2,8,12,7,2,20,23,8,8,6,1,1,4,28,9,2,21,7,8,11,7,3,6,29,11,26,10,9,12,6,6,10,19
5,5,16,8,16,11,9,23,13,26,6,7,8,12,30,9,8,10,8,5,7,5,30,22,4,6,4,3,2,9,23,11,2,6,5,8,13,7,10,3,6,2,9,12,14,13,2,6,10,20
7,5,6,4,7,6,11,8,7,8,8,1,4,11,7,11,6,5,8,10,1,6,8,2,8,6,6,8,3,7,8,7,2,24,2,7,2,2,9,11,21,2,10,26,1,7,2,4,4,1
11,1,1,6,22,13,10,21,9,27,7,1,9,1,22,7,10,13,12,1,7,9,9,30,19,12,12,10,5,1,17,15,9,15,4,4,1,8,11,5,18,13,28,17,7,9,9,4,9,25
5,14,13,3,3,8,8,19,3,6,5,3,5,4,23,1,16,10,11,13,4,4,28,24,27,9,11,14,3,12,20,2,13,3,3,14,1,10,11,9,12,6,24,31,5,4,2,7,2,7
14,5,9,2,29,15,12,28,2,28,8,4,5,11,16,2,13,3,4,4,5,8,15,24,30,8,14,7,7,9,26,7,2,16,14,6,4,5,8,7,15,2,27,26,11,4,5,5,4,17
12,7,9,7,6,1,10,29,12,1,7,6,7,10,18,4,6,1,12,10,3,4,31,30,25,5,8,7,2,10,14,9,10,9,9,6,1,4,6,1,6,3,7,7,6,3,3,12,5,17
4,1,7,2,18,13,7,10,7,29,5,11,6,14,18,4,13,13,15,14,1,10,32,30,25,11,8,7,3,1,21,10,14,27,14,7,12,2,8,7,30,14,14,27,11,1,3,8,12,17
10,7,6,4,6,13,2,28,5,7,3,6,7,3,2,8,6,3,6,6,3,6,31,11,7,2,3,7,5,7,7,9,2,9,9,6,3,8,6,4,2,7,7,7,6,7,3,5,7,6
14,8,16,1,4,6,4,30,13,30,8,6,8,8,31,11,1,5,3,11,9,6,7,27,28,10,10,11,2,10,23,13,4,28,12,8,11,4,11,9,28,8,29,32,15,11,5,13,5,28
18,7,3,3,20,5,11,24,12,6,3,2,2,15,32,10,12,9,4,6,4,8,27,9,20,12,14,14,7,9,18,6,5,29,10,6,2,6,13,11,2,8,30,6,12,7,4,2,5,29
5,10,10,4,30,14,7,29,8,13,5,11,3,10,26,11,9,13,1,14,7,12,14,31,26,1,15,4,6,13,29,6,14,26,11,6,1,11,10,6,19,4,31,21,6,13,3,1,10,30
12,13,13,1,28,3,13,31,13,3,3,5,3,3,33,3,9,6,6,3,2,14,24,18,15,3,17,13,8,13,30,3,1,30,15,6,6,10,8,8,5,12,17,18,2,11,8,11,8,24
6,14,2,7,31,6,11,13,8,25,1,5,3,2,33,12,11,7,3,14,1,10,33,16,31,1,7,9,6,2,2,1,7,8,5,15,5,12,3,12,31,12,28,28,16,9,7,3,9,31
12,14,13,1,28,7,11,11,13,31,1,1,7,10,27,5,9,5,6,3,2,12,24,32,9,3,16,13,8,13,14,8,1,18,15,9,7,11,11,6,3,12,17,30,2,3,6,6,8,24
17,4,11,7,21,3,3,32,4,32,1,7,7,12,31,12,8,2,11,13,5,1,34,23,16,8,2,9,4,4,5,9,3,26,13,1,4,3,3,4,29,15,7,30,9,8,1,6,3,19
2,8,12,3,26,2,13,23,1,7,3,5,4,9,29,11,17,12,15,2,1,13,7,33,4,12,13,14,7,3,25,14,15,16,3,8,13,10,4,8,16,6,4,13,9,13,4,2,9,6
11,1,6,1,5,5,1,22,1,15,6,11,9,8,8,10,1,13,3,1,6,5,7,3,24,6,4,6,5,12,5,13,11,6,16,14,1,12,11,8,28,8,1,16,8,6,7,1,4,24
12,12,10,2,32,6,3,23,3,22,3,6,1,2,11,11,3,5,6,8,2,12,10,1,14,2,7,2,2,15,12,14,9,31,16,7,13,7,8,9,19,15,32,23,12,2,8,8,9,20
2,8,14,3,33,2,3,5,3,7,4,3,3,5,31,11,3,5,13,12,3,13,13,9,32,2,15,2,1,3,6,16,8,2,3,13,12,7,7,8,11,6,6,12,9,7,4,12,9,16
7,15,3,5,34,14,10,24,11,25,7,12,9,12,25,2,15,6,4,6,4,3,27,16,26,5,9,14,7,7,8,7,3,11,2,6,5,6,11,2,8,8,20,33,3,4,4,3,6,32
17,11,11,4,20,8,7,20,6,14,3,2,6,7,24,7,2,6,12,2,2,5,3,33,33,6,14,6,1,13,10,5,14,18,1,12,11,3,3,10,32,12,21,19,12,11,6,7,3,14
5,2,9,2,4,10,4,30,12,33,8,8,5,2,34,3,9,3,11,11,2,6,31,27,22,10,4,16,2,10,31,6,11,32,16,9,4,4,1,6,15,3,27,34,14,4,5,13,11,10
2,9,9,6,35,2,11,29,6,2,4,1,4,2,24,10,16,2,2,1,6,2,30,5,31,8,14,15,1,7,6,11,9,24,3,2,10,3,2,6,33,16,33,9,12,13,5,6,9,33
3,10,15,4,25,8,3,13,7,21,2,10,1,5,23,11,15,9,2,6,5,13,26,31,29,9,11,1,6,8,24,16,15,23,7,5,5,11,4,6,18,6,4,19,8,13,4,7,11,15
11,2,4,1,24,8,7,11,1,26,1,6,10,2,11,2,8,2,2,3,2,9,10,1,2,2,3,8,2,7,12,6,8,31,8,2,2,11,1,6,34,6,34,35,14,7,1,8,10,2
11,1,7,4,18,9,2,10,5,9,5,9,6,3,21,8,16,7,9,13,5,7,34,21,28,7,15,12,2,2,10,9,10,9,9,13,4,14,12,12,29,5,18,10,8,11,5,7,3,8
5,11,14,6,33,14,1,33,14,22,4,12,10,11,5,6,16,3,16,7,1,6,6,34,17,6,6,8,1,7,29,11,14,33,7,6,6,8,13,10,26,6,35,36,8,6,4,1,6,3
12,6,3,7,6,13,10,29,12,1,1,11,7,10,26,4,9,13,1,14,3,3,32,30,23,3,8,7,1,10,14,9,12,9,9,6,3,4,2,14,1,3,7,7,6,3,3,5,4,17
15,1,7,7,15,8,1,22,6,2,3,2,6,13,8,4,15,1,2,6,6,11,21,19,25,11,7,2,6,6,28,16,5,34,12,10,5,2,9,6,31,9,22,10,15,10,5,7,2,15
4,10,4,2,8,6,7,9,8,34,1,1,8,8,35,5,7,5,8,11,2,7,10,4,9,1,7,9,2,2,9,3,6,22,8,11,2,4,12,4,22,9,8,11,14,2,5,7,10,9
12,3,3,4,17,3,3,21,11,24,1,3,4,5,12,3,8,8,7,3,7,1,35,8,22,8,16,9,4,4,5,5,3,8,2,1,12,3,3,11,10,12,4,11,9,9,1,3,1,19
10,1,8,4,10,5,9,20,5,7,6,6,1,4,29,9,6,4,11,2,1,6,29,11,12,8,13,9,3,5,13,9,2,9,13,4,10,10,2,4,35,5,9,11,9,7,3,7,3,7
13,5,14,4,23,2,12,34,4,20,8,7,3,9,32,5,3,8,8,12,7,14,22,23,34,8,6,1,1,11,32,11,5,11,15,8,11,7,3,8,29,8,26,36,9,12,6,8,10,19
13,15,1,5,34,14,5,24,11,25,7,6,9,12,25,2,15,6,4,6,4,3,27,16,26,5,9,14,7,7,8,7,3,11,2,6,5,6,11,2,8,8,20,33,3,4,4,3,6,32
13,5,1,4,23,9,3,35,12,18,8,11,6,12,19,3,3,8,6,3,7,14,22,35,14,8,10,10,3,9,20,9,5,18,15,15,7,3,13,8,29,5,26,32,9,12,8,10,7,13
18,8,12,2,16,5,13,4,6,23,7,3,8,10,16,7,15,6,12,10,2,3,6,36,13,10,5,9,7,7,18,12,13,29,2,8,10,8,2,13,25,16,36,18,12,9,6,11,11,6
10,2,7,4,7,8,7,16,2,30,5,7,6,14,7,4,4,12,15,4,5,6,33,13,12,2,12,9,3,9,27,4,10,9,12,7,2,12,8,8,19,2,15,25,11,2,7,12,5,31
4,4,13,5,26,3,2,15,9,34,7,7,8,12,15,7,5,5,11,1,3,4,30,31,7,2,3,3,5,1,4,14,2,15,5,8,4,8,6,2,33,7,7,17,2,3,9,3,7,6
4,10,4,2,8,6,7,9,8,34,1,8,8,8,35,5,7,5,8,11,2,7,10,20,9,1,7,9,2,2,9,3,6,22,8,11,2,11,12,7,22,12,8,31,14,2,3,14,10,9
4,10,4,2,18,14,7,17,8,17,3,1,8,4,6,7,3,3,5,4,10,12,17,12,25,7,5,7,2,2,12,16,9,4,16,9,4,4,1,4,4,4,23,6,8,4,9,2,2,34
15,15,12,8,35,15,1,35,6,35,1,13,1,9,23,9,1,1,9,1,1,8,9,33,15,2,14,5,2,6,23,15,5,1,10,10,5,2,9,5,18,16,22,1,7,10,5,4,1,15
2,5,13,7,10,7,2,1,10,36,2,7,11,12,15,8,5,10,15,13,6,8,5,1,28,12,2,8,6,9,26,9,9,32,10,14,4,1,1,7,22,7,24,10,3,4,2,6,10,35
4,9,4,2,1,14,11,7,13,5,3,6,5,10,34,4,9,10,7,4,5,12,33,4,5,1,4,9,8,15,12,8,9,6,5,9,4,7,8,9,4,4,23,25,6,4,6,6,8,4
17,2,7,6,36,2,12,34,2,37,4,12,4,1,26,5,14,11,15,12,4,6,2,5,34,12,10,16,7,2,22,11,9,24,2,15,7,10,13,8,7,1,31,36,11,11,2,1,12,36
10,11,9,3,11,8,10,30,14,6,7,2,9,5,22,4,12,11,13,2,2,9,20,6,12,12,3,10,8,12,15,2,8,16,4,8,8,6,6,5,2,13,30,37,11,9,3,2,2,36
14,5,9,2,29,2,12,28,2,11,3,4,5,11,16,2,13,3,4,4,5,8,15,24,30,4,14,7,7,9,8,7,2,16,14,4,4,5,8,7,15,2,27,26,11,4,5,8,4,36
4,14,4,4,1,6,11,9,13,34,1,1,2,2,34,5,9,5,7,11,2,12,13,32,9,1,17,9,8,13,9,8,1,24,5,15,2,7,10,6,17,4,8,26,2,7,6,6,8,12
13,3,14,4,11,2,3,19,8,20,8,6,1,16,12,12,3,2,12,12,2,2,20,23,22,2,6,9,3,4,28,3,4,21,7,1,8,11,3,6,10,9,12,10,9,7,3,7,10,19
18,4,13,2,4,7,4,15,6,34,2,1,8,4,34,3,4,5,3,11,6,3,25,4,28,10,4,2,3,8,4,4,16,23,16,3,4,4,1,7,23,8,2,31,11,4,4,13,11,28
13,4,7,7,5,12,9,8,10,28,1,4,1,9,26,3,1,1,1,1,1,1,20,14,34,1,1,5,4,10,22,1,16,8,1,15,6,1,9,14,33,13,27,38,11,10,7,4,8,26
3,10,4,2,4,4,7,24,5,4,2,1,8,4,35,11,4,4,9,11,6,7,4,4,9,10,7,9,3,8,4,3,6,22,10,3,4,10,4,4,15,9,8,11,3,4,5,7,10,9
17,8,16,6,24,13,1,22,13,14,7,1,11,16,3,12,4,2,2,10,7,9,12,8,35,8,10,2,8,8,6,11,1,24,14,11,10,8,2,6,27,8,10,9,1,12,5,13,6,31
11,5,4,7,5,5,1,32,6,11,3,12,5,2,29,9,16,7,12,2,7,3,5,12,31,11,15,8,1,6,29,11,14,34,3,7,6,2,2,1,35,16,21,10,14,4,1,10,9,18
4,10,10,2,18,4,4,4,8,17,2,11,4,4,35,5,14,3,2,4,4,5,4,20,4,7,4,4,3,4,4,14,13,4,4,12,4,4,4,4,4,4,16,19,17,8,2,5,5,7
15,10,4,6,9,15,3,27,1,26,7,8,8,5,36,11,17,1,10,11,1,1,10,25,13,12,2,9,5,10,33,5,6,25,11,2,12,14,3,1,22,16,33,2,12,1,9,5,5,16
5,8,12,1,37,5,13,32,5,7,3,5,7,12,37,6,17,10,15,7,1,13,33,33,4,2,17,14,7,13,29,11,10,4,3,8,6,10,8,8,16,16,15,36,2,13,4,11,5,31
11,12,11,6,9,2,13,10,2,26,4,2,4,3,1,11,6,5,7,11,1,8,22,37,18,12,4,15,5,3,1,3,7,1,3,2,12,15,10,2,21,16,29,23,9,13,9,9,5,20
15,15,6,5,27,7,2,15,1,15,1,13,5,4,26,2,6,12,9,8,9,1,11,27,16,10,13,7,2,8,4,15,12,35,16,1,3,3,11,1,18,8,17,21,7,3,9,1,5,37
16,15,12,5,3,9,3,30,5,35,7,6,9,13,37,1,8,12,11,13,8,1,34,23,19,5,12,14,8,6,34,9,10,14,13,1,10,9,11,1,35,15,22,37,9,14,3,14,10,38
10,15,1,5,34,14,5,24,11,25,7,6,9,12,25,2,15,6,4,6,4,3,27,16,26,5,9,14,7,7,8,7,3,11,2,6,5,6,11,2,8,8,20,33,3,4,4,3,6,32
3,3,3,4,13,4,8,2,11,16,1,3,6,6,10,1,3,8,9,5,1,12,36,36,36,8,3,11,1,3,11,12,4,10,12,8,11,5,8,4,11,9,36,11,16,9,8,7,9,11
2,6,11,6,25,5,8,30,14,3,4,2,2,11,5,11,16,4,16,2,2,5,30,24,1,6,14,15,7,12,15,11,5,29,6,8,6,6,10,10,4,6,30,36,5,11,7,2,6,36
6,4,14,7,6,3,3,20,3,25,2,6,7,16,14,3,8,2,11,13,2,3,19,23,22,2,4,6,3,4,28,7,11,31,13,2,4,11,3,6,13,9,12,35,9,7,1,7,9,35
4,14,2,4,14,9,3,7,5,5,6,6,11,2,37,12,11,12,11,13,2,7,33,20,31,2,7,9,3,6,34,3,10,19,13,7,8,11,3,1,35,12,32,31,12,14,3,14,3,31
17,1,11,4,31,6,7,23,4,14,8,7,11,9,33,5,14,11,13,2,5,2,2,30,33,8,10,16,6,2,22,11,9,31,2,8,4,10,13,12,29,15,7,36,9,11,8,7,3,14
4,1,7,4,18,13,12,10,2,18,5,11,6,14,18,4,2,13,7,10,1,7,32,30,18,11,8,4,3,9,21,10,5,27,12,3,12,5,8,7,17,1,37,22,6,13,3,5,3,17
15,16,9,6,9,13,12,17,10,17,7,12,3,1,11,9,4,13,16,10,1,3,19,38,7,4,6,8,6,6,7,15,12,33,7,12,9,1,5,14,34,6,37,39,5,12,2,3,5,10
1,10,4,2,8,6,2,36,8,20,1,8,8,6,14,4,7,5,15,7,8,10,37,39,9,1,2,5,3,1,19,4,11,25,11,9,7,2,9,1,30,10,2,2,11,1,5,3,12,9
10,8,16,1,4,8,4,33,3,30,8,11,10,8,30,11,1,5,10,11,9,6,7,27,3,10,10,16,6,10,23,13,4,28,12,8,11,5,11,9,28,2,29,32,15,11,5,12,4,21
10,11,9,4,20,8,2,3,2,26,8,6,7,14,31,10,8,8,9,6,5,8,13,9,15,2,10,12,4,9,35,13,5,1,2,1,2,5,7,6,10,1,25,8,6,8,5,3,3,8
1,1,10,1,22,13,10,1,13,27,9,12,9,11,9,7,10,13,2,10,6,5,1,32,1,1,2,1,2,1,26,13,9,31,14,4,1,4,1,5,24,13,1,24,13,9,8,2,6,24
11,1,1,6,22,13,10,21,9,21,7,1,5,1,22,7,10,13,12,1,7,4,9,30,22,12,11,10,5,1,17,15,9,15,4,4,9,8,11,5,31,13,28,17,7,6,9,2,12,25
6,3,14,4,34,14,10,13,11,25,7,6,9,16,14,10,8,8,4,6,6,3,19,35,26,2,15,14,3,7,28,7,8,10,2,2,5,8,4,1,17,5,36,33,9,9,1,12,9,32
7,14,15,4,1,9,6,8,4,32,2,10,3,9,33,12,11,8,13,14,5,1,1,23,16,1,15,1,5,2,10,16,8,26,5,13,4,7,3,12,29,15,7,16,9,1,6,7,3,27
5,5,13,7,21,1,5,32,14,9,5,11,5,12,18,9,11,7,14,14,7,7,24,10,21,7,15,8,8,2,21,7,1,6,3,9,7,2,13,12,9,11,21,4,14,4,6,13,9,4
11,9,8,1,35,5,1,20,5,7,6,12,5,4,29,9,16,7,10,2,1,6,5,12,12,11,15,8,7,6,29,11,2,34,3,7,6,2,2,1,33,16,20,10,2,2,1,6,4,1
11,2,4,2,8,4,7,4,8,26,1,3,8,8,35,2,7,2,8,1,2,10,10,39,5,1,12,7,2,7,8,3,6,12,8,11,2,4,12,8,22,1,34,35,14,6,1,12,10,2
3,14,15,4,10,9,8,37,5,36,2,7,11,4,37,1,16,8,11,13,6,6,28,24,27,8,7,14,3,9,24,9,10,21,12,14,7,3,11,1,17,7,24,31,9,14,2,7,3,19
9,15,16,8,32,9,1,30,13,35,7,13,3,10,38,9,2,13,9,3,9,8,35,38,15,10,10,11,2,9,23,13,1,28,16,11,4,8,4,9,27,8,29,1,15,8,9,13,5,31
7,13,3,7,28,3,10,38,11,24,3,5,3,3,27,6,15,6,7,3,6,13,35,34,8,5,16,3,7,3,8,7,3,27,2,6,12,5,11,2,8,8,3,33,1,3,1,3,5,1
12,11,4,2,18,14,7,28,13,22,6,11,6,12,30,8,3,13,7,7,6,12,18,37,21,7,3,8,8,3,12,3,9,4,16,11,1,7,1,4,26,4,23,28,3,12,9,3,6,4
12,14,6,7,33,13,5,21,14,38,1,11,3,11,18,6,16,6,11,7,1,9,24,34,21,6,15,3,8,3,21,12,1,33,2,9,12,8,13,12,30,5,35,4,8,3,3,1,6,3
18,16,16,4,29,15,11,26,10,19,8,1,3,11,34,11,6,4,8,14,5,12,32,22,11,1,1,7,8,13,30,1,1,24,5,15,10,2,10,2,1,12,27,26,11,6,2,14,8,20
5,7,6,1,6,1,2,16,3,7,7,6,7,3,1,6,6,5,14,13,3,6,33,1,32,2,4,8,2,9,34,7,10,6,12,7,1,11,8,1,6,3,32,35,1,14,1,2,5,1
7,12,2,5,37,14,6,8,4,16,5,10,8,5,39,4,13,1,15,14,4,12,17,40,37,11,5,11,3,10,20,16,14,23,14,13,12,15,8,9,25,14,38,25,11,2,9,12,9,16
