V.g..name,V.g..comm_louvain
V0,13
V1,2
V2,5
V3,17
V4,7
V5,0
V6,0
V7,18
V8,0
V9,27
V10,6
V11,0
V12,9
V13,0
V14,0
V15,0
V16,0
V17,0
V18,2
V19,0
V20,0
V21,0
V22,19
V23,0
V24,0
V25,6
V26,0
V27,0
V28,0
V29,28
V30,0
V31,9
V32,20
V33,10
V34,28
V35,0
V36,0
V37,21
V38,7
V39,29
V40,3
V41,3
V42,7
V43,27
V44,0
V45,22
V46,14
V47,2
V48,22
V49,6
V50,0
V51,30
V52,0
V53,1
V54,1
V55,5
V56,15
V57,3
V58,3
V59,0
V60,7
V61,0
V62,2
V63,0
V64,0
V65,4
V66,0
V67,0
V68,6
V69,0
V70,17
V71,0
V72,0
V73,3
V74,0
V75,0
V76,0
V77,5
V78,0
V79,0
V80,4
V81,0
V82,0
V83,31
V84,0
V85,0
V86,0
V87,0
V88,0
V89,0
V90,23
V91,0
V92,0
V93,0
V94,32
V95,24
V96,0
V97,4
V98,0
V99,0
V100,1
V101,25
V102,1
V103,4
V104,0
V105,3
V106,0
V107,1
V108,0
V109,0
V110,0
V111,6
V112,16
V113,0
V114,15
V115,15
V116,1
V117,0
V118,0
V119,0
V120,0
V121,6
V122,0
V123,0
V124,30
V125,0
V126,0
V127,0
V128,0
V129,0
V130,0
V131,0
V132,0
V133,0
V134,0
V135,1
V136,3
V137,0
V138,0
V139,9
V140,24
V141,0
V142,0
V143,0
V144,13
V145,6
V146,0
V147,14
V148,6
V149,0
V150,20
V151,33
V152,0
V153,0
V154,2
V155,0
V156,26
V157,0
V158,0
V159,3
V160,5
V161,3
V162,18
V163,0
V164,1
V165,1
V166,0
V167,0
V168,34
V169,0
V170,0
V171,2
V172,11
V173,0
V174,1
V175,1
V176,0
V177,1
V178,0
V179,17
V180,0
V181,0
V182,0
V183,7
V184,0
V185,0
V186,0
V187,19
V188,0
V189,17
V190,0
V191,0
V192,3
V193,2
V194,2
V195,0
V196,0
V197,0
V198,1
V199,0
V200,0
V201,0
V202,29
V203,0
V204,2
V205,0
V206,0
V207,0
V208,0
V209,0
V210,5
V211,13
V212,35
V213,0
V214,4
V215,0
V216,18
V217,1
V218,0
