V.g..name,V.g..comm_louvain
V0,0
V1,6
V2,16
V3,2
V4,28
V5,11
V6,0
V7,20
V8,0
V9,14
V10,5
V11,0
V12,12
V13,0
V14,0
V15,0
V16,18
V17,0
V18,31
V19,0
V20,7
V21,0
V22,21
V23,22
V24,12
V25,5
V26,18
V27,0
V28,32
V29,33
V30,20
V31,5
V32,0
V33,0
V34,0
V35,19
V36,6
V37,9
V38,0
V39,34
V40,9
V41,8
V42,0
V43,15
V44,26
V45,35
V46,0
V47,12
V48,19
V49,5
V50,0
V51,0
V52,15
V53,1
V54,0
V55,0
V56,0
V57,4
V58,0
V59,0
V60,0
V61,1
V62,6
V63,27
V64,31
V65,0
V66,13
V67,0
V68,36
V69,23
V70,2
V71,0
V72,0
V73,0
V74,13
V75,24
V76,4
V77,4
V78,11
V79,9
V80,17
V81,7
V82,17
V83,0
V84,11
V85,0
V86,0
V87,17
V88,1
V89,8
V90,10
V91,0
V92,11
V93,35
V94,0
V95,20
V96,0
V97,18
V98,7
V99,2
V100,37
V101,0
V102,0
V103,0
V104,10
V105,7
V106,34
V107,0
V108,14
V109,4
V110,38
V111,24
V112,0
V113,5
V114,2
V115,5
V116,8
V117,0
V118,29
V119,3
V120,16
V121,0
V122,5
V123,0
V124,0
V125,0
V126,0
V127,0
V128,0
V129,0
V130,10
V131,0
V132,25
V133,0
V134,0
V135,25
V136,22
V137,15
V138,0
V139,8
V140,0
V141,0
V142,13
V143,0
V144,19
V145,11
V146,5
V147,2
V148,11
V149,11
V150,25
V151,0
V152,0
V153,0
V154,0
V155,5
V156,0
V157,0
V158,0
V159,0
V160,15
V161,29
V162,0
V163,9
V164,8
V165,1
V166,1
V167,39
V168,9
V169,16
V170,4
V171,25
V172,1
V173,30
V174,5
V175,0
V176,5
V177,38
V178,1
V179,27
V180,0
V181,0
V182,0
V183,0
V184,6
V185,13
V186,0
V187,30
V188,6
V189,6
V190,25
V191,33
V192,18
V193,13
V194,24
V195,5
V196,0
V197,0
V198,26
V199,1
V200,26
V201,0
V202,18
V203,0
V204,3
V205,7
V206,0
V207,40
V208,0
V209,33
V210,0
V211,16
V212,0
V213,41
V214,18
V215,7
V216,0
V217,0
V218,0
V219,0
V220,0
V221,0
V222,0
V223,0
V224,10
V225,3
V226,4
V227,3
V228,12
V229,31
V230,0
V231,2
V232,14
V233,2
V234,0
V235,14
V236,0
V237,22
V238,9
V239,32
V240,0
V241,0
V242,0
V243,11
V244,5
V245,18
V246,0
V247,15
V248,0
V249,0
V250,0
V251,19
V252,12
V253,0
V254,0
V255,3
V256,1
V257,27
V258,8
V259,0
V260,0
V261,19
V262,7
V263,0
V264,0
V265,12
V266,0
V267,8
V268,10
V269,0
V270,0
V271,3
V272,2
V273,0
V274,0
V275,7
V276,0
V277,1
V278,27
V279,0
V280,1
V281,23
V282,0
V283,0
V284,4
V285,28
V286,15
V287,27
V288,1
V289,9
V290,9
V291,19
V292,17
V293,23
V294,21
V295,13
V296,7
V297,0
V298,0
V299,0
V300,0
V301,5
V302,4
V303,12
V304,0
V305,0
V306,0
V307,12
V308,4
V309,6
V310,0
V311,7
V312,0
V313,16
V314,1
V315,0
V316,2
V317,0
V318,0
V319,9
V320,5
V321,1
V322,4
V323,0
V324,26
V325,10
V326,24
V327,0
V328,0
V329,0
V330,17
V331,6
V332,0
V333,1
V334,14
V335,1
V336,6
V337,4
V338,0
V339,33
V340,0
V341,17
V342,0
V343,0
V344,0
V345,20
V346,15
V347,0
V348,2
V349,18
V350,0
V351,31
V352,40
V353,0
V354,0
V355,0
V356,2
V357,12
V358,1
V359,15
V360,9
V361,1
V362,0
V363,29
V364,0
V365,0
V366,8
V367,17
V368,0
V369,0
V370,11
V371,0
V372,2
V373,0
V374,0
V375,8
V376,0
V377,10
V378,0
V379,21
V380,10
V381,9
V382,7
V383,7
V384,0
V385,0
V386,28
V387,12
V388,9
V389,0
V390,0
V391,0
V392,1
V393,0
V394,12
V395,0
V396,0
V397,9
V398,12
V399,14
V400,3
V401,0
V402,1
V403,5
V404,13
V405,11
V406,6
V407,10
V408,40
V409,36
V410,31
V411,1
V412,0
V413,15
V414,21
V415,0
V416,2
V417,1
V418,1
V419,2
V420,3
V421,39
V422,0
V423,8
V424,28
V425,0
V426,2
V427,0
V428,0
V429,2
V430,15
V431,19
V432,0
V433,1
V434,32
V435,5
V436,0
V437,0
V438,2
V439,0
V440,4
V441,0
V442,41
V443,0
V444,0
V445,0
V446,14
V447,7
V448,0
V449,6
V450,0
V451,0
V452,13
V453,23
V454,4
V455,10
V456,17
V457,1
V458,0
V459,0
V460,0
V461,15
V462,0
V463,20
V464,0
V465,0
V466,3
V467,4
V468,0
V469,3
V470,0
V471,0
V472,0
V473,0
V474,6
V475,24
V476,0
V477,0
V478,0
V479,18
V480,14
V481,0
V482,22
V483,33
V484,7
V485,0
V486,6
V487,0
V488,23
V489,10
V490,18
V491,8
V492,41
V493,1
V494,7
V495,5
V496,16
V497,0
V498,3
V499,0
V500,0
V501,0
V502,38
V503,6
V504,23
V505,1
V506,0
V507,0
V508,21
V509,0
V510,37
V511,2
V512,10
V513,0
V514,15
V515,9
V516,13
V517,11
V518,22
V519,0
V520,0
V521,8
V522,21
V523,0
V524,0
V525,8
V526,9
V527,18
V528,10
V529,9
V530,11
V531,0
V532,2
V533,0
V534,12
V535,19
V536,5
V537,0
V538,0
V539,10
V540,11
V541,1
V542,2
V543,2
V544,20
V545,1
V546,0
V547,0
V548,34
V549,0
V550,34
V551,28
V552,15
V553,35
V554,0
V555,0
V556,29
V557,29
V558,5
V559,0
V560,1
V561,38
V562,9
V563,0
V564,16
V565,0
V566,15
V567,6
V568,11
V569,2
V570,24
V571,4
V572,6
V573,14
V574,0
V575,0
V576,9
V577,6
V578,0
V579,0
V580,3
V581,0
V582,0
V583,6
V584,15
V585,17
V586,0
V587,0
V588,7
V589,12
V590,37
V591,14
V592,14
V593,22
V594,0
V595,0
V596,12
V597,21
V598,0
V599,16
V600,1
V601,0
V602,0
V603,4
V604,22
V605,0
V606,12
V607,11
V608,6
V609,6
V610,22
V611,0
V612,0
V613,16
V614,14
V615,0
V616,36
V617,0
V618,4
V619,17
V620,11
V621,0
V622,0
V623,12
V624,5
V625,15
V626,0
V627,1
V628,0
V629,21
V630,0
V631,7
V632,3
V633,0
V634,27
V635,0
V636,2
V637,10
V638,0
V639,0
V640,3
V641,0
V642,0
V643,19
V644,19
V645,24
V646,0
V647,0
V648,14
V649,0
V650,20
V651,21
V652,25
V653,9
V654,0
V655,20
V656,5
V657,19
V658,4
V659,3
V660,0
V661,35
V662,19
V663,0
V664,4
V665,35
V666,16
V667,0
V668,23
V669,25
V670,27
V671,0
V672,26
V673,2
V674,0
V675,13
V676,0
V677,0
V678,0
V679,23
V680,13
V681,0
V682,2
V683,15
V684,5
V685,0
V686,38
V687,0
V688,0
V689,0
V690,4
V691,0
V692,30
V693,16
V694,18
V695,0
V696,3
V697,0
V698,0
V699,4
V700,2
V701,6
V702,3
V703,19
V704,0
V705,2
V706,0
V707,3
V708,6
V709,0
V710,14
V711,18
V712,3
V713,0
V714,12
V715,2
V716,17
V717,0
V718,13
V719,3
V720,13
V721,20
V722,0
V723,0
V724,14
V725,0
V726,7
V727,0
V728,9
V729,3
V730,37
V731,0
V732,1
V733,0
V734,16
V735,3
V736,8
V737,3
V738,7
V739,0
V740,0
V741,0
V742,11
V743,1
V744,3
V745,7
V746,0
V747,0
V748,0
V749,4
V750,0
V751,0
V752,16
V753,39
V754,7
V755,14
V756,0
V757,0
V758,0
V759,0
V760,4
V761,16
V762,17
V763,36
V764,0
V765,13
V766,0
V767,12
V768,39
V769,13
V770,3
V771,10
V772,0
V773,0
V774,8
V775,0
V776,0
V777,0
V778,0
V779,8
V780,7
V781,0
V782,14
V783,37
V784,0
V785,0
V786,0
V787,16
V788,24
V789,0
V790,0
V791,13
V792,11
V793,1
V794,23
V795,0
V796,0
V797,26
V798,22
V799,25
V800,32
V801,13
V802,34
V803,0
V804,19
V805,19
V806,0
V807,8
V808,0
V809,0
V810,0
V811,11
V812,0
V813,8
V814,0
V815,0
V816,4
V817,41
V818,12
V819,13
V820,0
V821,4
V822,6
V823,1
V824,36
V825,0
V826,0
V827,11
V828,25
V829,0
V830,0
V831,0
V832,0
V833,0
V834,17
V835,18
V836,0
V837,0
V838,2
V839,0
V840,2
V841,3
V842,1
V843,2
V844,1
V845,17
V846,3
V847,41
V848,0
V849,0
V850,18
V851,3
V852,3
V853,0
V854,2
V855,40
V856,0
V857,8
V858,4
V859,20
V860,0
V861,7
V862,8
V863,0
V864,0
V865,4
V866,0
V867,0
V868,4
V869,10
V870,0
V871,8
V872,24
V873,0
V874,16
V875,0
V876,7
V877,20
V878,10
V879,0
V880,0
V881,0
V882,21
V883,0
V884,7
V885,0
V886,8
V887,0
V888,0
V889,21
V890,7
V891,3
V892,5
V893,14
V894,2
V895,0
V896,10
V897,0
V898,0
V899,0
V900,4
V901,16
V902,0
V903,26
V904,0
V905,21
V906,0
V907,0
V908,3
V909,8
V910,3
V911,6
V912,29
V913,10
V914,22
V915,8
V916,39
V917,2
V918,0
V919,10
V920,9
V921,0
V922,0
V923,12
V924,0
V925,32
V926,11
V927,5
V928,0
V929,13
V930,13
V931,8
V932,0
V933,5
V934,0
V935,1
V936,2
V937,0
V938,10
V939,0
V940,0
V941,0
V942,30
V943,5
V944,30
V945,0
V946,1
V947,4
V948,8
V949,2
V950,6
V951,0
V952,0
V953,0
V954,4
V955,0
V956,23
V957,9
V958,4
V959,20
V960,6
V961,2
V962,9
V963,0
V964,5
V965,2
V966,28
V967,4
V968,0
V969,0
V970,17
V971,9
V972,3
V973,1
V974,0
V975,0
V976,0
V977,0
V978,0
V979,0
V980,0
V981,0
V982,0
V983,17
V984,15
V985,6
V986,0
V987,2
V988,40
V989,0
V990,22
V991,0
V992,0
V993,3
V994,0
V995,0
V996,30
V997,0
V998,5
V999,26
