V.g..name,V.g..comm_louvain
V0,0
V1,32
V2,9
V3,11
V4,5
V5,14
V6,19
V7,15
V8,9
V9,2
V10,22
V11,26
V12,27
V13,20
V14,10
V15,1
V16,19
V17,12
V18,7
V19,19
V20,10
V21,14
V22,28
V23,5
V24,2
V25,22
V26,29
V27,36
V28,0
V29,20
V30,15
V31,26
V32,2
V33,24
V34,15
V35,10
V36,16
V37,33
V38,15
V39,35
V40,3
V41,4
V42,8
V43,36
V44,11
V45,25
V46,21
V47,30
V48,9
V49,33
V50,31
V51,11
V52,25
V53,3
V54,5
V55,26
V56,3
V57,1
V58,12
V59,30
V60,13
V61,6
V62,36
V63,5
V64,33
V65,15
V66,3
V67,2
V68,11
V69,33
V70,1
V71,32
V72,1
V73,25
V74,9
V75,8
V76,4
V77,6
V78,2
V79,9
V80,6
V81,4
V82,18
V83,17
V84,18
V85,13
V86,10
V87,21
V88,14
V89,16
V90,25
V91,15
V92,18
V93,33
V94,1
V95,8
V96,0
V97,19
V98,14
V99,13
V100,15
V101,28
V102,18
V103,19
V104,0
V105,1
V106,6
V107,16
V108,20
V109,31
V110,17
V111,18
V112,10
V113,6
V114,4
V115,1
V116,22
V117,23
V118,0
V119,15
V120,8
V121,7
V122,28
V123,12
V124,20
V125,18
V126,36
V127,22
V128,6
V129,27
V130,35
V131,31
V132,23
V133,27
V134,16
V135,17
V136,27
V137,1
V138,34
V139,29
V140,16
V141,23
V142,8
V143,29
V144,8
V145,34
V146,17
V147,20
V148,4
V149,4
V150,29
V151,5
V152,34
V153,3
V154,2
V155,22
V156,17
V157,16
V158,1
V159,14
V160,14
V161,23
V162,25
V163,25
V164,3
V165,31
V166,35
V167,33
V168,33
V169,32
V170,30
V171,4
V172,12
V173,5
V174,5
V175,11
V176,3
V177,9
V178,2
V179,11
V180,33
V181,6
V182,4
V183,18
V184,32
V185,12
V186,5
V187,33
V188,1
V189,7
V190,18
V191,3
V192,4
V193,3
V194,2
V195,18
V196,4
V197,32
V198,3
V199,2
V200,7
V201,19
V202,4
V203,13
V204,0
V205,6
V206,21
V207,2
V208,5
V209,13
V210,0
V211,2
V212,10
V213,17
V214,0
V215,18
V216,10
V217,4
V218,15
V219,14
V220,23
V221,19
V222,11
V223,9
V224,3
V225,7
V226,24
V227,17
V228,5
V229,16
V230,2
V231,11
V232,1
V233,7
V234,9
V235,16
V236,23
V237,13
V238,22
V239,6
V240,3
V241,15
V242,7
V243,15
V244,1
V245,23
V246,6
V247,20
V248,24
V249,29
V250,20
V251,21
V252,7
V253,16
V254,14
V255,22
V256,27
V257,7
V258,8
V259,31
V260,13
V261,8
V262,13
V263,7
V264,9
V265,28
V266,0
V267,14
V268,19
V269,23
V270,8
V271,33
V272,27
V273,29
V274,35
V275,3
V276,4
V277,22
V278,24
V279,15
V280,31
V281,13
V282,26
V283,14
V284,33
V285,33
V286,4
V287,0
V288,20
V289,16
V290,15
V291,31
V292,1
V293,36
V294,32
V295,4
V296,0
V297,11
V298,33
V299,31
V300,22
V301,2
V302,16
V303,4
V304,34
V305,7
V306,7
V307,0
V308,12
V309,8
V310,12
V311,2
V312,3
V313,19
V314,3
V315,34
V316,1
V317,27
