V.g..name,V.g..comm_louvain
V0,30
V1,24
V2,15
V3,29
V4,27
V5,17
V6,16
V7,22
V8,3
V9,15
V10,12
V11,29
V12,8
V13,30
V14,6
V15,25
V16,9
V17,7
V18,13
V19,22
V20,16
V21,1
V22,22
V23,26
V24,17
V25,10
V26,19
V27,18
V28,29
V29,28
V30,28
V31,27
V32,2
V33,14
V34,9
V35,13
V36,15
V37,13
V38,23
V39,9
V40,28
V41,6
V42,10
V43,6
V44,7
V45,17
V46,31
V47,15
V48,8
V49,24
V50,8
V51,4
V52,5
V53,2
V54,5
V55,20
V56,4
V57,20
V58,1
V59,23
V60,23
V61,24
V62,13
V63,13
V64,2
V65,11
V66,6
V67,18
V68,2
V69,6
V70,9
V71,8
V72,16
V73,14
V74,27
V75,14
V76,8
V77,2
V78,25
V79,11
V80,23
V81,9
V82,3
V83,19
V84,16
V85,19
V86,2
V87,31
V88,10
V89,11
V90,2
V91,4
V92,21
V93,17
V94,7
V95,23
V96,11
V97,23
V98,13
V99,11
V100,11
V101,7
V102,17
V103,5
V104,20
V105,11
V106,28
V107,12
V108,12
V109,15
V110,18
V111,5
V112,26
V113,12
V114,8
V115,4
V116,16
V117,22
V118,19
V119,26
V120,7
V121,11
V122,21
V123,27
V124,3
V125,3
V126,19
V127,26
V128,3
V129,1
V130,11
V131,21
V132,3
V133,30
V134,3
V135,1
V136,16
V137,29
V138,19
V139,30
V140,16
V141,4
V142,17
V143,6
V144,1
V145,8
V146,27
V147,17
V148,2
V149,31
V150,28
V151,12
V152,28
V153,8
V154,4
V155,3
V156,5
V157,8
V158,1
V159,30
V160,7
V161,6
V162,10
V163,31
V164,1
V165,4
V166,27
V167,31
V168,25
V169,4
V170,1
V171,2
V172,23
V173,2
V174,12
V175,7
V176,5
V177,5
V178,20
V179,10
V180,20
V181,11
V182,24
V183,0
V184,12
V185,15
V186,19
V187,1
V188,3
V189,18
V190,23
V191,23
V192,2
V193,12
V194,14
V195,20
V196,20
V197,24
V198,25
V199,25
V200,14
V201,15
V202,9
V203,9
V204,16
V205,12
V206,5
V207,10
V208,25
V209,9
V210,4
V211,24
V212,11
V213,17
V214,6
V215,6
V216,14
V217,9
V218,16
V219,7
V220,23
V221,4
V222,4
V223,2
V224,6
V225,13
V226,9
V227,4
V228,17
V229,24
V230,6
V231,18
V232,1
V233,22
V234,5
V235,22
V236,6
V237,13
V238,29
V239,11
V240,26
V241,25
V242,18
V243,9
V244,1
V245,6
V246,3
V247,13
V248,30
V249,21
V250,10
V251,28
V252,17
V253,4
V254,18
V255,10
V256,7
V257,30
V258,16
V259,20
V260,9
V261,4
V262,21
V263,13
V264,1
V265,21
V266,9
V267,19
V268,3
V269,6
V270,7
V271,4
V272,22
V273,7
V274,10
V275,13
V276,8
V277,5
V278,29
V279,2
V280,4
V281,10
V282,31
V283,7
V284,29
V285,11
V286,9
V287,27
V288,10
V289,2
V290,21
V291,14
V292,1
V293,8
V294,2
V295,31
V296,10
V297,2
V298,5
V299,28
V300,2
V301,24
V302,31
V303,1
V304,0
V305,23
V306,23
V307,11
V308,7
V309,12
V310,6
V311,10
V312,15
V313,26
V314,23
V315,11
V316,2
V317,1
V318,12
V319,28
V320,9
V321,5
V322,20
V323,26
V324,20
V325,8
V326,29
V327,0
V328,13
V329,15
V330,6
V331,4
V332,5
V333,3
V334,6
V335,22
V336,6
V337,22
V338,20
V339,20
V340,3
V341,21
V342,12
V343,7
V344,3
V345,15
V346,10
V347,19
V348,1
V349,17
V350,6
V351,1
V352,10
V353,19
V354,14
V355,17
V356,17
V357,12
V358,2
V359,22
V360,2
V361,25
V362,10
V363,4
V364,3
V365,27
V366,20
V367,16
V368,13
V369,17
V370,11
V371,2
V372,28
V373,16
V374,15
V375,9
V376,14
V377,7
V378,8
V379,16
V380,12
V381,17
V382,24
V383,1
V384,27
V385,23
V386,3
V387,33
V388,5
V389,18
V390,26
V391,0
V392,20
V393,1
V394,29
V395,6
V396,10
V397,6
V398,28
V399,2
V400,7
V401,31
V402,22
V403,4
