V.g..name,V.g..comm_louvain
V0,0
V1,0
V2,17
V3,0
V4,0
V5,0
V6,2
V7,18
V8,0
V9,0
V10,19
V11,0
V12,0
V13,0
V14,0
V15,20
V16,7
V17,3
V18,0
V19,1
V20,0
V21,0
V22,4
V23,2
V24,0
V25,0
V26,21
V27,0
V28,0
V29,0
V30,0
V31,0
V32,0
V33,0
V34,0
V35,0
V36,0
V37,0
V38,0
V39,0
V40,0
V41,0
V42,0
V43,0
V44,0
V45,0
V46,0
V47,5
V48,0
V49,0
V50,0
V51,5
V52,0
V53,0
V54,0
V55,19
V56,0
V57,0
V58,0
V59,0
V60,0
V61,0
V62,4
V63,0
V64,0
V65,0
V66,0
V67,0
V68,22
V69,8
V70,9
V71,0
V72,7
V73,0
V74,10
V75,0
V76,0
V77,23
V78,24
V79,0
V80,6
V81,0
V82,0
V83,24
V84,11
V85,0
V86,25
V87,0
V88,0
V89,12
V90,0
V91,0
V92,0
V93,0
V94,0
V95,0
V96,0
V97,12
V98,0
V99,5
V100,0
V101,0
V102,26
V103,0
V104,0
V105,0
V106,0
V107,17
V108,27
V109,0
V110,0
V111,3
V112,0
V113,28
V114,0
V115,0
V116,0
V117,0
V118,0
V119,0
V120,0
V121,22
V122,0
V123,0
V124,0
V125,0
V126,29
V127,12
V128,0
V129,0
V130,0
V131,0
V132,27
V133,0
V134,0
V135,0
V136,0
V137,0
V138,0
V139,0
V140,0
V141,2
V142,0
V143,30
V144,0
V145,0
V146,23
V147,0
V148,0
V149,0
V150,31
V151,0
V152,0
V153,0
V154,17
V155,0
V156,0
V157,5
V158,0
V159,0
V160,13
V161,0
V162,0
V163,0
V164,0
V165,0
V166,0
V167,0
V168,0
V169,0
V170,5
V171,0
V172,0
V173,0
V174,0
V175,25
V176,0
V177,0
V178,0
V179,0
V180,0
V181,0
V182,0
V183,0
V184,0
V185,0
V186,0
V187,0
V188,0
V189,0
V190,26
V191,0
V192,0
V193,0
V194,0
V195,9
V196,0
V197,7
V198,0
V199,0
V200,0
V201,0
V202,0
V203,0
V204,0
V205,7
V206,0
V207,0
V208,7
V209,0
V210,0
V211,0
V212,0
V213,14
V214,0
V215,0
V216,0
V217,0
V218,0
V219,0
V220,0
V221,0
V222,0
V223,3
V224,0
V225,3
V226,0
V227,0
V228,0
V229,0
V230,0
V231,0
V232,0
V233,0
V234,0
V235,0
V236,0
V237,0
V238,0
V239,0
V240,0
V241,0
V242,0
V243,18
V244,0
V245,0
V246,0
V247,0
V248,0
V249,0
V250,3
V251,0
V252,17
V253,0
V254,0
V255,0
V256,0
V257,1
V258,0
V259,0
V260,0
V261,15
V262,0
V263,0
V264,0
V265,0
V266,0
V267,0
V268,0
V269,0
V270,0
V271,6
V272,0
V273,0
V274,0
V275,32
V276,0
V277,0
V278,0
V279,0
V280,0
V281,0
V282,0
V283,0
V284,13
V285,0
V286,0
V287,13
V288,0
V289,0
V290,30
V291,0
V292,0
V293,0
V294,0
V295,0
V296,10
V297,0
V298,22
V299,0
V300,33
V301,0
V302,33
V303,0
V304,0
V305,0
V306,0
V307,28
V308,0
V309,1
V310,15
V311,0
V312,6
V313,0
V314,0
V315,0
V316,0
V317,0
V318,0
V319,0
V320,0
V321,0
V322,0
V323,12
V324,19
V325,17
V326,0
V327,0
V328,0
V329,0
V330,16
V331,0
V332,0
V333,20
V334,0
V335,0
V336,0
V337,0
V338,0
V339,0
V340,0
V341,0
V342,0
V343,0
V344,0
V345,0
V346,0
V347,0
V348,0
V349,1
V350,0
V351,0
V352,0
V353,0
V354,0
V355,0
V356,0
V357,33
V358,0
V359,0
V360,0
V361,0
V362,0
V363,0
V364,0
V365,0
V366,0
V367,0
V368,0
V369,0
V370,0
V371,0
V372,0
V373,0
V374,21
V375,22
V376,0
