V.g..name,V.g..comm_louvain
V0,1
V1,16
V2,24
V3,12
V4,4
V5,4
V6,7
V7,17
V8,6
V9,13
V10,5
V11,30
V12,3
V13,12
V14,2
V15,30
V16,7
V17,1
V18,22
V19,18
V20,8
V21,30
V22,23
V23,13
V24,10
V25,22
V26,3
V27,17
V28,3
V29,32
V30,16
V31,30
V32,28
V33,28
V34,32
V35,6
V36,14
V37,1
V38,31
V39,9
V40,4
V41,2
V42,1
V43,3
V44,4
V45,32
V46,4
V47,12
V48,4
V49,21
V50,19
V51,9
V52,12
V53,12
V54,7
V55,24
V56,6
V57,2
V58,6
V59,19
V60,25
V61,19
V62,24
V63,24
V64,16
V65,16
V66,25
V67,18
V68,18
V69,2
V70,9
V71,16
V72,4
V73,4
V74,34
V75,7
V76,13
V77,2
V78,33
V79,14
V80,21
V81,4
V82,25
V83,9
V84,21
V85,1
V86,22
V87,20
V88,13
V89,20
V90,2
V91,15
V92,33
V93,7
V94,1
V95,24
V96,21
V97,11
V98,8
V99,1
V100,24
V101,18
V102,9
V103,17
V104,8
V105,17
V106,6
V107,1
V108,9
V109,28
V110,11
V111,11
V112,12
V113,3
V114,6
V115,5
V116,20
V117,29
V118,8
V119,9
V120,21
V121,23
V122,3
V123,23
V124,15
V125,20
V126,29
V127,8
V128,15
V129,31
V130,21
V131,1
V132,9
V133,9
V134,31
V135,30
V136,32
V137,32
V138,30
V139,18
V140,4
V141,4
V142,8
V143,17
V144,31
V145,3
V146,23
V147,26
V148,29
V149,16
V150,7
V151,32
V152,13
V153,13
V154,9
V155,21
V156,32
V157,6
V158,7
V159,33
V160,21
V161,3
V162,2
V163,30
V164,4
V165,16
V166,28
V167,28
V168,2
V169,2
V170,5
V171,9
V172,2
V173,6
V174,6
V175,17
V176,5
V177,3
V178,12
V179,26
V180,4
V181,11
V182,12
V183,20
V184,10
V185,23
V186,27
V187,24
V188,24
V189,2
V190,11
V191,14
V192,19
V193,19
V194,26
V195,27
V196,9
V197,14
V198,10
V199,1
V200,1
V201,24
V202,5
V203,6
V204,33
V205,27
V206,19
V207,11
V208,26
V209,9
V210,27
V211,1
V212,10
V213,15
V214,14
V215,1
V216,13
V217,8
V218,24
V219,3
V220,22
V221,25
V222,2
V223,22
V224,18
V225,29
V226,25
V227,17
V228,26
V229,14
V230,16
V231,10
V232,5
V233,6
V234,23
V235,18
V236,3
V237,9
