V.g..name,V.g..comm_louvain
V0,0
V1,0
V2,3
V3,0
V4,0
V5,0
V6,12
V7,0
V8,0
V9,1
V10,0
V11,18
V12,0
V13,0
V14,8
V15,0
V16,0
V17,0
V18,0
V19,4
V20,0
V21,0
V22,0
V23,19
V24,20
V25,21
V26,13
V27,0
V28,0
V29,0
V30,0
V31,14
V32,0
V33,22
V34,23
V35,0
V36,0
V37,0
V38,0
V39,0
V40,0
V41,5
V42,0
V43,0
V44,0
V45,24
V46,15
V47,0
V48,25
V49,0
V50,0
V51,0
V52,0
V53,23
V54,0
V55,0
V56,0
V57,0
V58,0
V59,0
V60,0
V61,0
V62,0
V63,0
V64,0
V65,0
V66,0
V67,26
V68,0
V69,1
V70,0
V71,6
V72,18
V73,0
V74,0
V75,0
V76,0
V77,7
V78,0
V79,24
V80,0
V81,0
V82,0
V83,0
V84,21
V85,0
V86,0
V87,27
V88,0
V89,0
V90,28
V91,0
V92,0
V93,29
V94,0
V95,0
V96,0
V97,0
V98,8
V99,9
V100,16
V101,9
V102,0
V103,0
V104,0
V105,0
V106,0
V107,0
V108,0
V109,0
V110,4
V111,0
V112,0
V113,0
V114,2
V115,0
V116,0
V117,0
V118,0
V119,5
V120,0
V121,0
V122,0
V123,0
V124,0
V125,30
V126,0
V127,0
V128,0
V129,0
V130,0
V131,0
V132,0
V133,0
V134,0
V135,0
V136,0
V137,0
V138,0
V139,0
V140,0
V141,0
V142,7
V143,0
V144,0
V145,0
V146,0
V147,5
V148,0
V149,0
V150,0
V151,0
V152,0
V153,16
V154,3
V155,13
V156,0
V157,0
V158,0
V159,0
V160,0
V161,0
V162,0
V163,0
V164,26
V165,28
V166,0
V167,0
V168,0
V169,0
V170,0
V171,0
V172,0
V173,0
V174,0
V175,17
V176,8
V177,0
V178,0
V179,0
V180,0
V181,0
V182,0
V183,0
V184,0
V185,0
V186,0
V187,0
V188,0
V189,0
V190,0
V191,0
V192,0
V193,0
V194,0
V195,0
V196,19
V197,0
V198,0
V199,7
V200,15
V201,6
V202,0
V203,31
V204,0
V205,0
V206,0
V207,0
V208,0
V209,0
V210,0
V211,28
V212,0
V213,0
V214,0
V215,25
V216,0
V217,0
V218,9
V219,0
V220,15
V221,0
V222,0
V223,0
V224,0
V225,0
V226,0
V227,0
V228,0
V229,0
V230,22
V231,0
V232,0
V233,0
V234,0
V235,0
V236,0
V237,0
V238,0
V239,0
V240,0
V241,0
V242,0
V243,0
V244,0
V245,0
V246,0
V247,12
V248,0
V249,0
V250,0
V251,0
V252,0
V253,20
V254,0
V255,0
V256,0
V257,1
V258,0
V259,0
V260,0
V261,0
V262,0
V263,0
V264,0
V265,32
V266,0
V267,0
V268,0
V269,3
V270,0
V271,0
V272,20
V273,0
V274,0
V275,0
V276,22
V277,0
V278,0
V279,0
V280,0
V281,0
V282,0
V283,0
V284,0
V285,0
V286,0
V287,0
V288,20
V289,0
V290,0
V291,12
V292,0
V293,0
V294,0
V295,0
V296,0
V297,0
V298,25
V299,2
V300,0
V301,14
V302,0
V303,0
V304,31
V305,0
V306,0
V307,21
V308,0
V309,0
V310,32
V311,0
V312,0
V313,0
V314,0
V315,6
V316,0
V317,0
V318,33
V319,14
V320,0
V321,0
V322,0
V323,0
V324,0
V325,0
V326,0
V327,13
V328,0
V329,0
V330,0
V331,0
V332,34
V333,14
V334,0
V335,0
V336,13
V337,0
V338,0
V339,0
V340,0
V341,0
V342,0
V343,0
V344,0
V345,0
V346,12
V347,0
V348,0
V349,0
V350,0
V351,0
V352,0
V353,0
V354,0
V355,2
V356,0
V357,0
V358,0
V359,25
V360,0
V361,0
V362,17
V363,0
V364,0
V365,0
V366,0
V367,0
V368,0
V369,0
V370,0
V371,0
V372,0
V373,5
V374,8
V375,0
V376,5
