V.g..name,V.g..comm_louvain
V0,5
V1,7
V2,6
V3,13
V4,3
V5,8
V6,20
V7,35
V8,22
V9,47
V10,3
V11,36
V12,29
V13,18
V14,31
V15,11
V16,2
V17,14
V18,1
V19,11
V20,6
V21,18
V22,28
V23,29
V24,4
V25,2
V26,23
V27,12
V28,48
V29,7
V30,2
V31,0
V32,2
V33,3
V34,12
V35,7
V36,11
V37,24
V38,9
V39,6
V40,7
V41,49
V42,4
V43,48
V44,4
V45,15
V46,25
V47,41
V48,12
V49,5
V50,16
V51,25
V52,13
V53,1
V54,20
V55,26
V56,42
V57,0
V58,21
V59,10
V60,0
V61,37
V62,3
V63,2
V64,39
V65,30
V66,38
V67,7
V68,4
V69,13
V70,2
V71,26
V72,3
V73,7
V74,8
V75,36
V76,14
V77,3
V78,14
V79,3
V80,2
V81,54
V82,32
V83,21
V84,10
V85,5
V86,7
V87,6
V88,55
V89,3
V90,8
V91,3
V92,2
V93,48
V94,29
V95,56
V96,24
V97,2
V98,13
V99,6
V100,5
V101,9
V102,5
V103,10
V104,16
V105,38
V106,25
V107,48
V108,17
V109,13
V110,57
V111,3
V112,9
V113,1
V114,19
V115,16
V116,47
V117,25
V118,18
V119,19
V120,54
V121,2
V122,2
V123,19
V124,43
V125,7
V126,24
V127,31
V128,20
V129,27
V130,33
V131,23
V132,35
V133,44
V134,0
V135,26
V136,50
V137,5
V138,1
V139,44
V140,3
V141,14
V142,4
V143,32
V144,35
V145,19
V146,17
V147,30
V148,31
V149,34
V150,35
V151,58
V152,47
V153,13
V154,2
V155,2
V156,20
V157,0
V158,42
V159,1
V160,57
V161,2
V162,7
V163,19
V164,1
V165,25
V166,3
V167,20
V168,11
V169,4
V170,43
V171,25
V172,37
V173,8
V174,51
V175,29
V176,24
V177,4
V178,2
V179,12
V180,2
V181,3
V182,0
V183,9
V184,13
V185,11
V186,52
V187,30
V188,10
V189,18
V190,47
V191,11
V192,7
V193,6
V194,21
V195,19
V196,27
V197,5
V198,1
V199,12
V200,52
V201,3
V202,0
V203,39
V204,3
V205,31
V206,59
V207,21
V208,2
V209,2
V210,2
V211,19
V212,3
V213,16
V214,1
V215,8
V216,23
V217,7
V218,30
V219,29
V220,9
V221,0
V222,25
V223,1
V224,21
V225,2
V226,14
V227,20
V228,11
V229,0
V230,17
V231,5
V232,2
V233,6
V234,6
V235,13
V236,0
V237,23
V238,1
V239,26
V240,20
V241,6
V242,15
V243,0
V244,45
V245,59
V246,15
V247,3
V248,0
V249,18
V250,0
V251,17
V252,11
V253,13
V254,30
V255,12
V256,8
V257,4
V258,39
V259,15
V260,52
V261,5
V262,0
V263,53
V264,0
V265,0
V266,56
V267,6
V268,32
V269,44
V270,22
V271,21
V272,22
V273,36
V274,4
V275,16
V276,49
V277,50
V278,16
V279,0
V280,0
V281,13
V282,30
V283,0
V284,1
V285,34
V286,31
V287,31
V288,1
V289,5
V290,7
V291,0
V292,34
V293,7
V294,1
V295,58
V296,0
V297,46
V298,0
V299,23
V300,30
V301,10
V302,4
V303,19
V304,13
V305,19
V306,27
V307,0
V308,0
V309,22
V310,17
V311,5
V312,9
V313,1
V314,0
V315,0
V316,10
V317,12
V318,0
V319,34
V320,2
V321,0
V322,4
V323,31
V324,10
V325,15
V326,1
V327,42
V328,16
V329,17
V330,1
V331,36
V332,8
V333,34
V334,34
V335,5
V336,55
V337,5
V338,46
V339,20
V340,50
V341,5
V342,17
V343,3
V344,0
V345,11
V346,3
V347,41
V348,56
V349,8
V350,28
V351,51
V352,21
V353,8
V354,50
V355,41
V356,35
V357,33
V358,19
V359,0
V360,26
V361,2
V362,1
V363,30
V364,50
V365,4
V366,17
V367,1
V368,9
V369,14
V370,30
V371,4
V372,37
V373,38
V374,46
V375,52
V376,38
V377,40
V378,22
V379,46
V380,0
V381,41
V382,0
V383,18
V384,5
V385,1
V386,15
V387,40
V388,9
V389,10
V390,45
V391,27
V392,24
V393,3
V394,44
V395,0
V396,4
V397,52
V398,1
V399,6
V400,23
V401,59
V402,39
V403,47
V404,2
V405,24
V406,38
V407,16
V408,25
V409,2
V410,38
V411,26
V412,15
V413,6
V414,26
V415,2
V416,6
V417,9
V418,23
V419,45
V420,6
V421,0
V422,53
V423,26
V424,43
V425,0
V426,0
V427,44
V428,59
V429,42
V430,37
V431,34
V432,5
V433,1
V434,8
V435,7
V436,5
V437,11
V438,8
V439,49
V440,1
V441,44
V442,22
V443,55
V444,3
V445,0
V446,10
V447,0
V448,10
V449,41
V450,25
V451,57
V452,16
V453,22
V454,60
V455,27
V456,1
V457,29
V458,8
V459,0
V460,2
V461,41
V462,0
V463,3
V464,33
V465,0
V466,0
V467,5
V468,39
V469,6
V470,8
V471,14
V472,11
V473,10
V474,12
V475,27
V476,0
V477,19
V478,0
V479,60
V480,0
V481,1
V482,28
V483,19
V484,0
V485,24
V486,9
V487,3
V488,12
V489,26
V490,6
V491,23
V492,49
V493,24
V494,40
V495,33
V496,12
V497,7
V498,5
V499,42
V500,4
V501,40
V502,16
V503,0
V504,3
V505,38
V506,37
V507,24
V508,8
V509,1
V510,2
V511,3
V512,4
V513,10
V514,17
V515,1
V516,24
V517,39
V518,27
V519,4
V520,28
V521,17
V522,16
V523,0
V524,7
V525,40
V526,27
V527,17
V528,30
V529,25
V530,28
V531,30
V532,4
V533,22
V534,7
V535,23
V536,32
V537,16
V538,36
V539,17
V540,37
V541,61
V542,8
V543,58
V544,14
V545,35
V546,29
V547,0
V548,3
V549,17
V550,49
V551,13
V552,2
V553,28
V554,0
V555,8
V556,46
V557,27
V558,2
V559,28
V560,6
V561,22
V562,26
V563,31
V564,54
V565,3
V566,10
V567,37
V568,4
V569,1
V570,7
V571,0
V572,8
V573,3
V574,12
V575,16
V576,39
V577,27
V578,0
V579,8
V580,58
V581,1
V582,5
V583,0
V584,5
V585,14
V586,30
V587,60
V588,43
V589,0
V590,38
V591,26
V592,24
V593,26
V594,51
V595,1
V596,14
V597,0
V598,10
V599,49
V600,19
V601,20
V602,36
V603,14
V604,60
V605,9
V606,3
V607,10
V608,39
V609,8
V610,53
V611,12
V612,45
V613,0
V614,51
V615,32
V616,0
V617,6
V618,40
V619,18
V620,6
V621,40
V622,0
V623,3
V624,12
V625,15
V626,20
V627,53
V628,31
V629,4
V630,22
V631,9
V632,0
V633,18
V634,21
V635,27
V636,9
V637,2
V638,0
V639,28
V640,33
V641,12
V642,14
V643,48
V644,20
V645,7
V646,22
V647,39
V648,3
V649,11
V650,21
V651,36
V652,53
V653,27
V654,5
V655,19
V656,20
V657,37
V658,48
V659,28
V660,15
V661,8
V662,23
V663,0
V664,5
V665,32
V666,15
V667,18
V668,11
V669,14
V670,9
V671,15
V672,2
V673,0
V674,5
V675,8
V676,28
V677,9
V678,16
V679,7
V680,9
V681,57
V682,7
V683,0
V684,0
V685,8
V686,35
V687,29
V688,4
V689,5
V690,8
V691,2
V692,0
V693,7
V694,19
V695,29
V696,33
V697,24
V698,12
V699,62
V700,31
V701,29
V702,1
V703,26
V704,25
V705,13
V706,61
V707,37
V708,6
V709,32
V710,38
V711,9
V712,0
V713,22
V714,0
V715,0
V716,7
V717,25
V718,1
V719,33
V720,10
V721,17
V722,0
V723,0
V724,32
V725,2
V726,3
V727,53
V728,1
V729,4
V730,5
V731,18
V732,1
V733,14
V734,54
V735,0
V736,4
V737,62
V738,1
V739,35
V740,9
V741,15
V742,33
V743,12
V744,2
V745,37
V746,2
V747,44
V748,23
V749,33
V750,3
V751,10
V752,17
V753,1
V754,10
V755,4
V756,11
V757,61
V758,0
V759,14
V760,0
V761,1
V762,10
V763,6
V764,4
V765,2
V766,1
V767,19
V768,7
V769,21
V770,9
V771,4
V772,28
V773,11
V774,21
V775,4
V776,0
V777,50
V778,0
V779,42
V780,40
V781,18
V782,1
V783,17
V784,0
V785,4
V786,21
V787,18
V788,5
V789,1
V790,9
V791,11
V792,4
V793,1
V794,2
V795,18
V796,5
V797,4
V798,16
V799,10
V800,5
V801,4
V802,8
V803,21
V804,15
V805,45
V806,27
V807,12
V808,1
V809,32
V810,0
V811,33
V812,45
V813,59
V814,0
V815,35
V816,13
V817,36
V818,0
V819,4
V820,12
V821,10
V822,36
V823,23
V824,23
V825,45
V826,6
V827,62
V828,8
V829,5
V830,2
V831,3
V832,41
V833,11
V834,0
V835,1
V836,22
V837,8
V838,29
V839,2
V840,17
V841,27
V842,1
V843,0
V844,3
V845,0
V846,20
V847,34
V848,15
V849,60
V850,46
V851,57
V852,24
V853,2
V854,1
V855,11
V856,16
V857,52
V858,20
V859,5
V860,14
V861,1
V862,0
V863,0
V864,3
V865,0
V866,61
V867,3
V868,15
V869,23
V870,0
V871,3
V872,43
V873,12
V874,25
V875,2
V876,0
V877,11
V878,43
V879,20
V880,26
V881,14
V882,22
V883,1
V884,43
V885,16
V886,18
V887,0
V888,34
V889,3
V890,2
V891,6
V892,9
V893,0
V894,24
V895,7
V896,9
V897,23
V898,32
V899,11
V900,3
V901,58
V902,12
V903,13
V904,0
V905,0
V906,21
V907,7
V908,9
V909,1
V910,10
V911,6
V912,25
V913,2
V914,62
V915,18
V916,11
V917,4
V918,51
V919,13
V920,31
V921,18
V922,19
V923,1
V924,6
V925,36
V926,8
V927,41
V928,28
V929,34
V930,2
V931,42
V932,0
V933,0
V934,29
V935,47
V936,62
V937,22
V938,28
V939,1
V940,6
V941,56
V942,6
V943,13
V944,25
V945,12
V946,7
V947,9
V948,46
V949,51
V950,5
V951,13
V952,32
V953,34
V954,13
V955,35
V956,16
V957,55
V958,15
V959,13
V960,1
V961,7
V962,4
V963,3
V964,27
V965,0
V966,20
V967,38
V968,1
V969,2
V970,9
V971,14
V972,5
V973,6
V974,42
V975,28
V976,54
V977,15
V978,15
V979,6
V980,33
V981,17
V982,6
V983,8
V984,26
V985,29
V986,18
V987,2
V988,1
V989,55
V990,21
V991,24
V992,14
V993,21
